LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1026575001,"Beautiful Colors, Inc.",CORAL SPRINGS,FL,33071,BANK OF AMERICA NATL ASSOC,NC,424990,7/22/2004,2004,65,3,1,0,0,1,1,T,N,23-Jun-06,10/31/2004,50000,CHGOFF,50000,50000,25000
1026595007,Anselma Betancourt dba Mega Ma,DALLAS,TX,75208,BANK OF AMERICA NATL ASSOC,NC,812990,7/22/2004,2004,84,2,2,0,0,1,1,Y,N,,8/31/2004,11866,P I F,0,10000,5000
1026604001,BILL DEAN CORPORATION,WEST ISLIP,NY,11795,BANK OF AMERICA NATL ASSOC,NY,0,3/11/1997,1997,60,17,1,0,0,67400,0,N,Y,,7/31/1997,30000,P I F,0,30000,24000
1026605008,"Connolly & Villegas, CPAs, PA",MIAMI,FL,33176,BANK OF AMERICA NATL ASSOC,NC,541211,7/22/2004,2004,84,7,1,0,0,1,1,N,N,,2/28/2005,50000,P I F,0,50000,25000
1026624007,"MUNICIPAL SOFTWARE, INC.",VICTORIA,KS,67671,ASTRA BANK,KS,0,3/11/1997,1997,60,3,2,0,0,1,0,N,Y,,6/30/1997,92000,P I F,0,92000,73600
1026625003,Rugowski Aviation,FORT WORTH,TX,76117,JPMORGAN CHASE BANK NATL ASSOC,IL,541330,7/22/2004,2004,84,2,2,0,0,1,1,Y,N,,8/31/2004,17106,P I F,0,10000,5000
1026634010,"SOUTH BAY LANDSCAPING, INC.",ISLIP,NY,11751,BANK OF AMERICA NATL ASSOC,NY,0,3/11/1997,1997,61,3,1,0,0,1,0,N,Y,,3/27/1997,12000,P I F,0,12000,9600
1026635006,"Cary-Three Chopt, Inc.",MC LEAN,VA,22102,BANK OF AMERICA NATL ASSOC,NC,531390,7/22/2004,2004,45,3,1,0,0,1,1,Y,N,24-Jan-08,8/31/2004,10000,CHGOFF,10000,10000,5000
1026644002,MODERN HARD CHROME OF ILLINOIS,HENNIPEN,IL,60174,SMALL BUS. GROWTH CORP,IL,332813,3/12/1997,1997,240,25,2,25,0,1,0,N,N,,3/11/1998,386000,P I F,0,386000,386000
1026645009,"Bakunowicz, Jeffrey A.",WISCONSIN RAPIDS,WI,54494,BMO HARRIS BK NATL ASSOC,IL,522320,7/22/2004,2004,84,1,1,0,0,1,2,N,N,,8/31/2004,24675,P I F,0,25000,12500
1026654005,"TINDALL ENTERPRISES, INC",BLACKSHEAR,GA,31516,PRIMESOUTH BANK,GA,0,3/11/1997,1997,162,4,2,0,0,1,0,N,N,,11/30/1997,296000,P I F,0,296000,222000
1026655001,"Bakunowicz, Jeffrey A.",WISCONSIN RAPIDS,WI,54494,BMO HARRIS BK NATL ASSOC,IL,522320,7/22/2004,2004,84,1,1,0,0,1,2,Y,N,,8/31/2004,15000,P I F,0,15000,7500
1026664008,BACK TO BASICS,TERRYVILLE,CT,6786,WEBSTER BANK NATL ASSOC,CT,0,3/11/1997,1997,84,3,2,0,0,1,0,N,Y,,9/30/1997,86000,P I F,0,86000,68800
1026665004,"MCS Furniture, Inc.",HIALEAH,FL,33016,BANK OF AMERICA NATL ASSOC,NC,337121,7/22/2004,2004,84,4,1,0,0,1,1,Y,N,,7/31/2004,55088,P I F,0,25000,12500
1026674000,SEOUL BARBECUE RESTAURANT,SAN DIEGO,CA,92123,"CITIBANK, N.A.",SD,0,3/11/1997,1997,120,15,2,0,0,1,0,N,Y,,5/31/1997,100000,P I F,0,100000,80000
1026675007,"Honey Grove Candle Company, LL",DALLAS,TX,75220,BANK OF AMERICA NATL ASSOC,NC,339999,7/22/2004,2004,57,4,1,0,0,1,1,N,N,24-Jan-07,7/31/2004,30000,CHGOFF,29997,30000,15000
1026684003,FOUR RIVERS MENTAL HEALTH ASSO,NEWTON,IA,50208,U.S. BANK NATIONAL ASSOCIATION,IA,0,3/11/1997,1997,120,6,1,0,0,1,0,N,Y,,12/11/1997,25000,P I F,0,25000,20000
1026685010,Ki Tae Park dba Ki Tae Compute,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,NC,423430,7/22/2004,2004,73,7,1,0,0,1,1,Y,N,26-Jul-05,7/31/2004,70922,CHGOFF,20922,50000,25000
1026695002,Tammy Ciuzio,LOUISVILLE,KY,40242,"PNC BANK, NATIONAL ASSOCIATION",DE,424490,7/22/2004,2004,39,3,2,0,0,1,1,Y,N,11-Sep-06,10/31/2004,35277,CHGOFF,33661,35000,17500
1026705003,"JT's Furniture Gallery, LLC",CLERMONT,FL,34711,BANK OF AMERICA NATL ASSOC,NC,442110,7/22/2004,2004,42,4,2,0,0,1,1,T,N,20-Apr-08,8/31/2004,10000,P I F,9785,10000,5000
1026715006,"The Waterstreet Group, Inc.",MILWAUKEE,WI,53212,BMO HARRIS BK NATL ASSOC,IL,327212,7/22/2004,2004,60,8,1,0,0,1,1,N,N,,8/31/2004,125000,P I F,0,125000,106250
1026725009,Sure-Shock Electric Inc.,LOUISVILLE,CO,80027,JPMORGAN CHASE BANK NATL ASSOC,IL,235310,7/22/2004,2004,84,3,2,0,0,1,1,Y,N,,7/31/2004,20000,P I F,0,20000,10000
1026735001,"The Waterstreet Group, Inc.",MILWAUKEE,WI,53212,BMO HARRIS BK NATL ASSOC,IL,327212,7/22/2004,2004,84,8,1,0,0,1,1,Y,N,,8/31/2004,38350,P I F,0,25000,12500
1026745004,"Ruden, Inc. dba Sweet Home Bar",PORTLAND,OR,97217,BANK OF AMERICA NATL ASSOC,NC,722211,7/22/2004,2004,84,9,1,0,0,1,1,Y,N,,8/31/2004,40000,P I F,0,40000,20000
1026755007,SAE BYUK COLLECTION WHOLESALE,LOS ANGELES,CA,90020,BANK OF AMERICA NATL ASSOC,NC,448140,7/22/2004,2004,54,5,1,0,0,1,1,Y,N,2-Apr-07,8/31/2004,50000,CHGOFF,49476,50000,25000
1026765010,"Seaside Foods, Inc.",SEASIDE,OR,97138,BANK OF AMERICA NATL ASSOC,NC,424430,7/22/2004,2004,84,4,1,0,0,1,2,N,N,,8/31/2004,70000,P I F,0,70000,35000
1026785005,New York New York Apparel,CORPUS CHRISTI,TX,78415,BANK OF AMERICA NATL ASSOC,NC,448120,7/23/2004,2004,52,1,2,0,0,1,1,Y,N,26-Jul-07,7/31/2004,10111,CHGOFF,9895,10000,5000
1026804002,"CANCER AMERICA MARKETING, INC.",KANSAS CITY,MO,64153,MISSOURI BANK & TRUST CO.,MO,0,3/11/1997,1997,84,11,1,0,0,1,0,N,N,,5/31/1997,500000,P I F,0,500000,375000
1026805009,"O'CEE, LLC",WADSWORTH,OH,44281,"FIRSTMERIT BANK, N.A.",OH,561439,7/23/2004,2004,84,4,2,0,0,1,1,Y,N,,9/30/2004,54648,P I F,0,75000,37500
1026814005,"BASKET WAREHOUSE, INC.",ALVIN,IL,61811,OLD NATIONAL BANK,IL,451120,3/11/1997,1997,84,7,1,0,0,1,0,N,Y,,8/31/1997,45000,P I F,0,45000,36000
1026815001,Mark L. Letterman,Hartly,DE,19953,WELLS FARGO BANK NATL ASSOC,SD,722410,7/23/2004,2004,180,0,2,0,0,1,2,N,N,,9/30/2004,150000,P I F,0,150000,75000
1026825004,"RED DART, INC.",LOS ANGELES,CA,90015,BANK OF AMERICA NATL ASSOC,NC,424310,7/23/2004,2004,27,4,1,0,0,1,1,N,N,26-Aug-09,10/31/2004,50000,CHGOFF,35125,50000,25000
1026834000,"Corey Electrical Engineering,",AURORA,CO,80014,WELLS FARGO BANK NATL ASSOC,SD,541330,3/11/1997,1997,300,10,1,0,0,1,0,0,N,,4/30/1997,346000,P I F,0,346000,259500
1026835007,Leroy Engram dba Creek Car Car,PERRY,GA,31069,BANK OF AMERICA NATL ASSOC,NC,811192,7/23/2004,2004,84,2,1,0,0,1,1,Y,N,,7/31/2004,10000,P I F,0,10000,5000
1026854006,BUCKEYE BREWING,BEDFORD,OH,44146,WELLS FARGO BANK NATL ASSOC,SD,422810,3/11/1997,1997,120,1,2,0,0,1,0,0,N,,5/31/1997,230000,P I F,0,230000,172500
1026855002,Centro De Mi Salud LLC,DALLAS,TX,75208,BANK OF AMERICA NATL ASSOC,NC,621330,7/23/2004,2004,84,12,1,0,0,1,1,Y,N,,7/31/2007,10000,P I F,0,10000,5000
1026865005,Pro Kotes Painting and Constru,BALTIMORE,MD,21224,MANUFACTURERS & TRADERS TR CO,MD,238320,7/23/2004,2004,60,3,1,0,0,1,1,Y,N,,9/30/2006,50000,P I F,0,50000,25000
1026874001,"RANDAL MATAJI, LLC",FRANKLIN,TN,37067,AURORA BANK FSB,CO,0,3/11/1997,1997,300,8,1,0,0,79140,0,0,N,,5/31/1999,1500000,P I F,0,1500000,750000
1026884004,"ROBERT E. WAGNER, D.C.",PUYALLUP,WA,98373,WELLS FARGO BANK NATL ASSOC,SD,621310,3/11/1997,1997,120,1,1,0,0,1,0,0,N,,4/30/1997,170000,P I F,0,170000,127500
1026895003,"BA Security Services, Inc.",MIAMI,FL,33130,BANK OF AMERICA NATL ASSOC,NC,561499,7/23/2004,2004,51,3,2,0,0,1,1,T,N,20-Dec-07,9/30/2004,10000,CHGOFF,6321,10000,5000
1026904008,BERT SWANSON PLUMBING & HEATIN,AURORA,IL,60507,OLD SECOND NATIONAL BANK,IL,235110,3/11/1997,1997,84,7,2,0,0,1,0,0,N,,7/31/1997,90000,P I F,0,90000,72000
1026905004,"Music Star Matrix, Inc.",LONG BEACH,CA,90806,BANK OF AMERICA NATL ASSOC,NC,512230,7/23/2004,2004,84,2,1,0,0,1,1,Y,N,,8/31/2004,51000,P I F,0,40000,20000
1026924003,KWIK KAR LUBE & TUNE OF CLEVEL,CLEVELAND,TX,99999,LOANS FROM OLD CLOSED LENDERS,DC,0,3/11/1997,1997,276,5,2,0,0,1,0,0,N,,3/31/1997,492000,P I F,0,492000,369000
1026925010,Dana M. Blaugrund dba Candy Bo,IRVING,TX,75039,BANK OF AMERICA NATL ASSOC,NC,311330,7/23/2004,2004,60,2,2,0,0,10691,1,Y,N,1-Dec-06,8/31/2004,10000,CHGOFF,10000,10000,5000
1026935002,Kittredge Archery Company dba,MAMMOTH LAKES,CA,93546,BANK OF AMERICA NATL ASSOC,NC,451110,7/23/2004,2004,84,14,1,0,0,1,2,Y,N,,8/31/2004,165000,P I F,0,100000,50000
1026945005,Sagaro & Sagaro Corp.,MIAMI,FL,33185,BANK OF AMERICA NATL ASSOC,NC,531311,7/23/2004,2004,84,6,1,0,0,1,1,Y,N,,7/31/2007,50000,P I F,0,50000,25000
1026954001,ALL IMPORT AUTO PARTS,DALLAS,TX,75238,BANK OF AMERICA NATL ASSOC,NC,0,3/11/1997,1997,12,16,1,0,0,1,0,Y,N,,6/30/1997,100000,P I F,0,100000,50000
1026955008,"Storm Smart Building Systems,",FORT MYERS,FL,33912,BANK OF AMERICA NATL ASSOC,NC,321918,7/23/2004,2004,84,34,1,0,0,1,1,Y,N,,7/31/2005,100000,P I F,0,100000,50000
1026964004,OAK HILL MOTEL,SCARBOROUGH,ME,4074,"TD BANK, NATIONAL ASSOCIATION",DE,0,3/11/1997,1997,240,2,1,0,0,1,0,N,N,,4/30/1997,120000,P I F,0,120000,90000
1026975003,Brookside Pool Service,HOUSTON,TX,77099,JPMORGAN CHASE BANK NATL ASSOC,IL,561599,7/23/2004,2004,84,9,2,0,0,1,1,Y,N,,8/31/2004,47921,P I F,0,25000,12500
1026984010,"SANTOS MUFFLER, INC.",DALLAS,TX,75208,JPMORGAN CHASE BANK NATL ASSOC,IL,811111,3/11/1997,1997,36,11,1,0,0,1,0,0,N,,3/31/1997,18391,P I F,0,18391,9195
1026985006,"Florida State Process Service,",HOLLYWOOD,FL,33020,BANK OF AMERICA NATL ASSOC,NC,541199,7/23/2004,2004,84,3,1,0,0,1,1,Y,N,,10/31/2004,10000,P I F,0,10000,5000
1026994002,"WOODBINE CHEMICAL CO., INC.",MEDINA,OH,44256,"PNC BANK, NATIONAL ASSOCIATION",OH,325612,3/11/1997,1997,240,10,1,0,0,1,0,N,N,,6/30/1997,202336,P I F,0,203400,152550
1026995009,Glenn A Boyd O D P C,ARLINGTON,TX,76015,BANK OF AMERICA NATL ASSOC,NC,621320,7/23/2004,2004,84,10,1,0,0,1,1,Y,N,,9/30/2004,60391,P I F,0,50000,25000
1027005007,"Jacobson Painting, Inc.",CUMMING,GA,30041,BANK OF AMERICA NATL ASSOC,NC,238320,7/23/2004,2004,18,1,1,0,0,1,1,T,N,28-Apr-10,9/30/2004,12750,CHGOFF,5037,10000,5000
1027015010,Delpaserez Llc,ALTAMONTE SPRINGS,FL,32701,BANK OF AMERICA NATL ASSOC,NC,327112,7/23/2004,2004,84,3,1,0,0,1,2,Y,N,,7/31/2004,10000,P I F,0,10000,5000
1027025002,William G. Boyer d/b/a Lift Pr,CHARLOTTE,NC,28215,BANK OF AMERICA NATL ASSOC,NC,512110,7/23/2004,2004,84,1,2,0,0,1,1,Y,N,,12/31/2004,10000,P I F,0,10000,5000
1027035005,"TreadmillDoctor.com, Inc.",MEMPHIS,TN,38118,BANK OF AMERICA NATL ASSOC,NC,451110,7/23/2004,2004,84,2,1,0,0,1,1,Y,N,,9/30/2004,300000,P I F,0,150000,75000
1027045008,PDRR Development L C,CEDAR PARK,TX,78613,JPMORGAN CHASE BANK NATL ASSOC,IL,233320,7/23/2004,2004,60,2,2,0,0,62753,2,N,N,,8/31/2004,60600,P I F,0,60600,30300
1027065003,Nan Lester Inc,CLEARWATER,FL,33764,BANK OF AMERICA NATL ASSOC,NC,339999,7/23/2004,2004,84,2,2,0,0,1,1,Y,N,,1/31/2005,10000,P I F,0,10000,5000
1027074010,INTERNATIONAL AUTOMOTIVE,NEW HAVEN,CT,6519,GE CAP. SMALL BUS. FINAN CORP,TX,811121,3/11/1997,1997,240,9,1,0,0,1,0,0,N,,3/31/1997,300000,P I F,0,300000,225000
1027075006,"Boycott Rain, Inc. d/b/a Pleas",CAROLINA BEACH,NC,28428,BANK OF AMERICA NATL ASSOC,NC,532292,7/23/2004,2004,84,3,2,0,0,1,1,Y,N,,9/30/2004,10000,P I F,0,10000,5000
1027085009,"Jumpin' Party Rentals, Inc.",TYRONE,GA,30290,BANK OF AMERICA NATL ASSOC,NC,532299,7/23/2004,2004,84,2,2,0,0,1,1,Y,N,,7/31/2004,12763,P I F,0,10000,5000
1027095001,Sidique S. Koroma dba Sidique',CHARLOTTE,NC,28278,BANK OF AMERICA NATL ASSOC,NC,454210,7/23/2004,2004,36,1,1,0,0,1,1,Y,N,,9/30/2004,15000,P I F,0,15000,7500
1027104006,NURAN R. HALACHIAN AND ARSAK O,MAYWOOD,CA,90270,WELLS FARGO BANK NATL ASSOC,CA,441120,3/11/1997,1997,300,2,1,0,0,1,0,0,N,,5/31/1997,209000,P I F,0,209000,156750
1027105002,Management Systems Consulting,SUGAR LAND,TX,77479,BANK OF AMERICA NATL ASSOC,NC,541512,7/23/2004,2004,84,2,1,0,0,1,1,Y,N,,7/31/2004,25000,P I F,0,25000,12500
1027114009,"PET FOOD DEPOT, INC.",PHOENIX,AZ,85032,WELLS FARGO BANK NATL ASSOC,SD,0,3/11/1997,1997,308,8,1,0,0,1,0,0,N,,8/31/1997,689000,P I F,0,689000,516750
1027115005,"Kang, Hyang Sook dba Lincoln M",LOS ANGELES,CA,90003,BANK OF AMERICA NATL ASSOC,NC,445110,7/23/2004,2004,26,3,1,0,0,1,1,Y,N,23-Jul-09,8/31/2004,66902,CHGOFF,33805,50000,25000
1027134004,CHARLIE B'S,GREENWOOD,SC,29646,BUSINESS DEVEL CORP OF SO. CAR,SC,0,3/11/1997,1997,180,9,2,0,0,1,0,0,N,,9/30/1997,600000,P I F,0,600000,450000
1027154010,POST AVENUE SERVICE STATION,WESTBURY,NY,11590,WELLS FARGO BANK NATL ASSOC,SD,0,3/11/1997,1997,282,8,1,0,0,1,0,0,N,29-Jan-02,5/31/1997,369000,CHGOFF,161365,369000,276750
1027155006,"Jones Chiropractic, LLC",WEST SALEM,WI,54669,BMO HARRIS BK NATL ASSOC,IL,621310,7/23/2004,2004,84,1,1,0,0,1,2,Y,N,,3/31/2006,59809,P I F,0,30000,15000
1027165009,LAMIN-ALL LABELS AND PRINTING,BROADVIEW,IL,60155,BMO HARRIS BK NATL ASSOC,IL,323119,7/23/2004,2004,34,10,1,0,0,1,1,Y,N,,9/30/2004,57000,P I F,0,50000,25000
1027175001,"Amheiser Properties, LLC and C",Fredericktown,OH,43019,"PNC BANK, NATIONAL ASSOCIATION",DE,812310,7/23/2004,2004,240,7,1,0,0,1,2,N,N,,9/30/2004,116000,P I F,0,116000,58000
1027185004,Car Illusions L.L.C.,WELLINGTON,FL,33467,BANK OF AMERICA NATL ASSOC,NC,423850,7/23/2004,2004,27,2,1,0,0,1,2,Y,N,3-Jun-09,7/31/2004,101262,CHGOFF,39310,50000,25000
1027194000,"GRAND ILLUSION LIGHTING, INC.",ZIONSVILLE,IN,46027,"PNC BANK, NATIONAL ASSOCIATION",IN,0,3/11/1997,1997,84,2,1,0,0,1,0,0,N,,5/31/1997,220000,P I F,0,220000,165000
1027195007,Goodgames Industrial Solutions,HOUSTON,TX,77058,BANK OF AMERICA NATL ASSOC,NC,562998,7/23/2004,2004,84,1,1,0,0,1,1,Y,N,,9/30/2004,110000,P I F,0,100000,50000
1027205008,Tucson Flooring Concepts Inc.,TUCSON,AZ,85716,JPMORGAN CHASE BANK NATL ASSOC,IL,442210,7/23/2004,2004,24,30,1,0,0,1,1,Y,N,,8/31/2004,503094,P I F,0,300000,150000
1027214004,"HEXOM EARTH CONSTRUCTION, INC.",WILLISTON,ND,58801,AMER ST. BK & TR CO OF WILLIST,ND,235930,3/11/1997,1997,84,8,1,0,0,1,0,N,N,,6/30/1997,150000,P I F,0,150000,112500
1027215000,Udo Walter dba Walter's landsc,SOULSBYVILLE,CA,95372,BANK OF AMERICA NATL ASSOC,NC,561730,7/23/2004,2004,84,2,1,0,0,1,2,Y,N,,8/31/2004,14938,P I F,0,10000,5000
1027224007,"SUN TRAPPER SOLAR SYSTEMS, INC",SAN ANTONIO,TX,78216,UNITED WESTERN BANK,CO,0,3/11/1997,1997,7,8,1,0,0,1,0,0,N,9-Oct-03,4/30/1997,134300,CHGOFF,26376,134300,100725
1027254005,"AQUEOUS CLEANING TECHNOLOGIES,",HOLLAND,MI,49424,UNITED BANK OF MICHIGAN,MI,0,3/11/1997,1997,180,17,1,0,0,1,0,0,N,,5/31/1997,625000,P I F,0,625000,468750
1027255001,"Lewis, L Scott dba LSL Scale R",CHINO HILLS,CA,91709,BANK OF AMERICA NATL ASSOC,NC,811219,7/23/2004,2004,84,1,1,0,0,1,1,Y,N,,9/30/2004,9000,P I F,0,9000,4500
1027264008,TURTLE MOUNTAIN MFG,BELCOURT,ND,58316,ROLETTE STATE BANK,ND,336212,3/13/1997,1997,120,160,1,0,0,1,0,N,N,,12/31/1997,773000,P I F,0,773000,572020
1027265004,"Lip Service, Inc.",HENDERSON,NV,89014,BANK OF AMERICA NATL ASSOC,NC,561310,7/26/2004,2004,84,71,1,0,0,1,1,Y,N,,8/31/2004,54183,P I F,0,40000,20000
1027274000,WALTER HIGGINS WOODWORKS,MISSOULA,MT,59802,"COMMUNITY BANK, INC.",MT,0,3/11/1997,1997,120,2,2,0,0,1,1,N,Y,,5/31/1997,54000,P I F,0,54000,43200
1027275007,Galaxy Carpet Cleaning Rentals,OLATHE,KS,66062,BANK OF AMERICA NATL ASSOC,NC,443111,7/26/2004,2004,84,11,1,0,0,1,1,N,N,,7/31/2004,35000,P I F,0,35000,17500
1027285010,LA CASA DEL QUETZEL,VENICE,FL,34285,BANK OF AMERICA NATL ASSOC,NC,448120,7/26/2004,2004,84,2,1,0,0,1,2,Y,N,,7/31/2004,66214,P I F,0,40000,20000
1027294006,"K.V.K. CONTRACTING, INC.",TARPON SPRINGS,FL,34689,BANK OF AMERICA NATL ASSOC,GA,235210,3/11/1997,1997,12,6,1,0,0,1,0,Y,N,,2/28/2001,100000,P I F,0,100000,50000
1027295002,Buckeye Irrigation Inc.,FORT MYERS,FL,33912,BANK OF AMERICA NATL ASSOC,NC,561990,7/26/2004,2004,55,1,2,0,0,1,1,N,N,10-May-07,10/31/2004,8750,CHGOFF,8750,10000,5000
1027305003,"Creative Editorial, Inc.",Atlanta,GA,30318,WELLS FARGO BANK NATL ASSOC,SD,541810,7/26/2004,2004,84,3,2,0,0,1,1,N,N,,8/31/2004,150000,P I F,0,150000,75000
1027314010,"CITY LINK COMMUNICATIONS, INC",KAYSVILLE,UT,84037,BRIGHTON BANK,UT,0,3/11/1997,1997,35,12,1,0,0,1,0,N,Y,,4/4/1997,32000,P I F,0,32000,25600
1027323006,PC & H RENTAL CO,NAPERVILLE,IL,60540,U.S. BANK NATIONAL ASSOCIATION,IL,0,8/20/1980,1980,84,1,1,0,0,85150,0,N,N,30-Aug-89,12/22/1980,135000,CHGOFF,6567,135000,121500
1027324002,NAT'S CLEANERS,CARSON,CA,90746,BBCN BANK,CA,812320,3/11/1997,1997,120,5,1,0,0,1,0,0,N,,4/30/1997,180000,P I F,0,180000,135000
1027325009,Pancho Hall dba Halls Service,KANSAS CITY,MO,64110,BANK OF AMERICA NATL ASSOC,NC,811111,7/26/2004,2004,84,15,1,0,0,1,1,Y,N,,7/31/2004,31665,P I F,0,25100,12550
1027335001,"Eyeon Anything.com,Inc.",TAMPA,FL,33615,BANK OF AMERICA NATL ASSOC,NC,541519,7/26/2004,2004,84,4,1,0,0,1,1,Y,N,,7/31/2004,148433,P I F,0,90000,45000
1027344008,STEAMERS RAW BAR & SEA GRILLE,HILTON HEAD ISLAND,SC,29928,BUSINESS DEVEL CORP OF SO. CAR,SC,0,3/11/1997,1997,2,98,1,0,0,1,0,0,N,,7/31/1997,310000,P I F,0,310000,232500
1027345004,Two Ann's LLC,MADISON,WI,53717,BMO HARRIS BK NATL ASSOC,IL,442299,7/26/2004,2004,84,2,2,0,0,1,1,Y,N,,8/31/2004,100000,P I F,0,100000,75000
1027354000,"MH, INC.",BILLINGS,MT,59101,WELLS FARGO BANK NATL ASSOC,MT,311822,3/11/1997,1997,120,25,2,0,0,1,1,0,N,,4/30/1997,335000,P I F,0,335000,251250
1027355007,New Horizon Financial Services,FORT LAUDERDALE,FL,33309,BANK OF AMERICA NATL ASSOC,NC,531311,7/26/2004,2004,53,4,1,0,0,1,1,Y,N,7-May-07,8/31/2004,184500,CHGOFF,50000,50000,25000
1027364003,"DEER LODGE BAKERY, INC.",DEER LODGE,MT,59722,MOUNTAIN W. BANK NATL ASSOC,MT,0,3/11/1997,1997,178,3,2,0,0,1,2,N,Y,,6/30/1997,66000,P I F,0,66000,52800
1027365010,"Elite Wines Imports, Inc.",LORTON,VA,22079,BANK OF AMERICA NATL ASSOC,NC,424820,7/26/2004,2004,84,7,1,0,0,1,1,Y,N,,11/30/2004,130000,P I F,0,50000,25000
1027374006,"ZZ SPECIALTY, INC.",MINOT,ND,58701,BREMER BANK NATL ASSOC,ND,0,3/11/1997,1997,72,4,1,0,0,1,0,N,Y,,4/30/1997,45000,P I F,0,45000,36000
1027375002,Daniel S Artis dba D A Lawn Ca,SUFFOLK,VA,23435,BANK OF AMERICA NATL ASSOC,NC,561730,7/26/2004,2004,36,4,1,0,0,1,1,N,N,,8/31/2004,10000,P I F,0,10000,5000
1027384009,"RAINBOW ICE CREAM, INC.",AUSTIN,TX,78744,AMERICAN BANK OF COMMERCE,TX,422430,3/11/1997,1997,113,2,1,0,0,1,0,0,N,,4/30/1997,200000,P I F,0,200000,150000
1027385005,Two Ann's LLC,MADISON,WI,53713,BMO HARRIS BK NATL ASSOC,IL,442299,7/26/2004,2004,60,2,2,0,0,1,1,N,N,,9/30/2004,85000,P I F,0,85000,63750
1027395008,Manufacturing Maintenance Solu,Morton,IL,61550,HEARTLAND BK & TR CO,IL,811219,7/26/2004,2004,12,4,1,0,0,1,2,N,N,,8/31/2004,43500,P I F,0,43500,21750
1027405009,"NSA of Georgia, Inc,",DOUGLASVILLE,GA,30135,BANK OF AMERICA NATL ASSOC,NC,541519,7/26/2004,2004,84,1,1,0,0,1,1,N,N,,8/31/2004,50000,P I F,0,50000,25000
1027414005,"DAVID E. DILLON, D.D.S., P.C.",DIXON,IL,61021,WELLS FARGO BANK NATL ASSOC,SD,621210,3/11/1997,1997,120,4,1,0,0,1,0,0,N,,4/30/1997,160000,P I F,0,167000,125250
1027424008,VERSAILLES BAKING CO. INC.,PENNSAUKEN,NJ,8109,"PNC BANK, NATIONAL ASSOCIATION",PA,0,3/11/1997,1997,60,25,1,0,0,1,0,Y,N,,3/31/1997,69000,P I F,0,50000,25000
1027425004,All About You Books,THREE OAKS,MI,49128,JPMORGAN CHASE BANK NATL ASSOC,IL,451211,7/26/2004,2004,60,2,2,0,0,1,1,N,N,,8/31/2004,22300,P I F,0,22300,11150
1027434000,"EEL RIVER FUELS, INC.",UKIAH,CA,95482,GE CAP. SMALL BUS. FINAN CORP,TX,422720,3/11/1997,1997,204,30,1,0,0,1,0,0,N,,6/30/1997,750000,P I F,0,750000,562500
1027435007,"Carter, Pittman & Associates,I",SAN ANTONIO,TX,78254,BANK OF AMERICA NATL ASSOC,NC,524291,7/26/2004,2004,84,1,1,0,0,1,1,Y,N,,9/30/2004,10000,P I F,0,10000,5000
1027445010,Texas Secure Services,CADDO MILLS,TX,75135,JPMORGAN CHASE BANK NATL ASSOC,IL,514199,7/26/2004,2004,84,3,2,0,0,1,1,Y,N,,8/31/2004,15250,P I F,0,15000,7500
1027454006,SNAP ON TOOL SALES,WHITEFISH,MT,59937,FIRST INTERSTATE BANK,MT,444130,3/11/1997,1997,128,2,1,0,0,75900,2,N,N,,12/11/1997,135000,P I F,0,135000,101250
1027455002,"JRC International Supply, Inc.",MIAMI,FL,33178,BANK OF AMERICA NATL ASSOC,NC,561621,7/26/2004,2004,68,2,1,0,0,1,1,T,N,3-Jan-06,7/31/2004,53500,CHGOFF,49425,50000,25000
1027465005,Todd S. Hackett DBA Hacketts L,MIAMI,FL,33176,BANK OF AMERICA NATL ASSOC,NC,561730,7/26/2004,2004,84,1,1,0,0,1,1,Y,N,,12/31/2005,10000,P I F,0,10000,5000
1027474001,AL'S TEXACO,ASHLAND,ME,4732,KEYBANK NATIONAL ASSOCIATION,OH,0,3/11/1997,1997,180,1,1,0,0,1,0,0,N,,4/30/1997,95300,P I F,0,95300,47650
1027475008,Felipe D. Diaz dba El Mercadit,TULSA,OK,74129,BANK OF AMERICA NATL ASSOC,NC,445120,7/26/2004,2004,84,7,1,0,0,1,1,Y,N,,8/31/2004,73977,P I F,0,60000,30000
1027484004,TAR RIDGE TRUCKING,SPRINGFIELD,ME,4487,KEYBANK NATIONAL ASSOCIATION,OH,0,3/11/1997,1997,60,1,2,0,0,1,0,0,N,,3/31/1997,15000,P I F,0,15000,7500
1027485000,John D. Fournier   dba Framed,Framingham,MA,1701,"TD BANK, NATIONAL ASSOCIATION",DE,453998,7/26/2004,2004,84,2,2,0,0,1,1,N,N,,5/31/2005,20970,P I F,0,35000,17500
1027494007,STERLING SERVIS,UNALASKA,AK,99685,BANK OF AMERICA NATL ASSOC,OR,0,3/11/1997,1997,60,1,1,0,0,1,0,0,N,,8/31/1997,50000,P I F,0,50000,40000
1027504008,GREASE MONKEY,SHORELINE,WA,98177,GBC INTERNATIONAL BANK,WA,811111,3/11/1997,1997,240,20,1,0,0,35705,0,N,N,,11/30/1997,396000,P I F,0,396000,297000
